Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,DescLength,DescNumWords,DescPolite,DescNumAdj,DescNumVerb,DescCompound,AdoptedOrNot
1,Chokla (mixed Great Dane),48,307,111,1,2,0,0,2,1,3,3,3,1,1,0,41326,a55983be72f16c5687c22cbddd2f126f,0,Very quiet and loving. Do not bark much. Love to cuddle.,fd32ce3ef,1.0,4,56,11,0,1,4,0.2012,0
1,Baby Issac Boy,2,307,307,1,2,7,0,2,1,2,2,2,1,1,100,41326,4d2400be2e2e78265f5c84345b7a3415,0,WhatsApps for more info,b5475edf9,2.0,3,23,4,0,1,0,0.0,1
1,Bitsy,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,She is a Cute and intelligent girl.Born with a very special short tail. commitment to spay her is compulsory Interested to adopt pls contact me.,405b63ca5,9.0,3,144,25,0,5,4,0.9359,1
1,Brownies,2,307,0,1,2,7,0,2,1,2,2,2,1,4,0,41326,b21452600e53b84476cf325957b72b11,0,"I found a group of puppies which are probably around 1-2 months old. There were 7 of them in total and I adopted one of them. However, my home's is too small, i'm unable to adopt the rest. Currently 2 of the 6 remaining puppies have died(knocked by cars). Please contact me via phone or mail if you are interested to adopt 1 or more. Give them a chance.",dfe7a59b4,2.0,4,353,69,1,8,15,0.8255,0
1,Bella Girl,24,307,0,2,1,2,5,2,1,1,1,1,1,1,50,41327,fd970cc91d06d82eebf046340137b272,0,This 2 year old girl is waiting fo her forever home. Very friendly. She is vaccinated and spayed. She is now at SOS clinic. She is smaller then a medium size dog. If you wish to met her do call/whatsapp this number. Tanjung Bungah. Penang.,e0f46aa3e,4.0,2,239,45,0,3,10,0.7627,1
1,Darlie,48,213,0,1,2,0,0,2,3,3,3,3,1,1,0,41326,4895ac7c5f0148d43f3cf517c7b480b8,0,"PLS HELP!! He was found on the stray with a pair of deaf ears. Although I had post this dog's profile since last week, anyone who are interested give up their adoption plan due to his deaf ears. I'm very pity of his condition. Actually it's not him wants to deaf, but it's his irresponsible owner's action. Pls help him because the fosterer said if there is nobody wants to keep him, he intends to let him sleep and die. Although he is deaf, he is very optimistic and kind. Any details and explanation, pls call me, Wendy.",c70a3fcc5,1.0,2,522,98,0,6,21,0.7938,1
1,Jacobs,2,189,307,1,1,2,0,2,2,2,1,2,1,1,150,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,"Has large paws and big bone but i cannot guarantee he will be large size or purebred. Puppy is a mixed breed. He was found with a long slash wound on his head but has since recovered after getting treatment form the vet. He is now certified healthy. brave, adventurous, curious and active little fellow-ton",ae4ab31ec,11.0,1,306,55,0,10,13,0.9324,1
1,Miss Creamy,3,307,0,2,5,0,0,2,1,2,1,2,1,1,0,41336,dae703601635e7b448292724427b628d,0,Puppies looking for responsible owner who will give them a good home. Please contact Jin at,08a9b6f29,3.0,1,91,16,1,3,2,0.7579,1
1,Nancy,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,For Adoption,a14caa3ea,5.0,2,12,2,0,0,0,0.0,1
1,Molly,6,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,28a323390134f7a365b5916263a99dd9,0,"Molly is about 6 months old. She is currently being taken care of by a kind lady but she has too many dogs and want to find a good home for this cute girl. If you are interested, kindly call or whatsapp me. Thanks.",378406cf4,1.0,4,214,44,1,5,9,0.9777,0
1,Mimi,4,307,307,2,7,0,0,2,1,1,1,2,1,1,0,41401,9ab4be061e9e15969bc5608b462aeeba,0,"Mimi is given from a friend. But we can’t keep him because our home already have 3 dogs. She is a active girl, hope to find a good home for her.",1cf66aed4,3.0,4,144,31,0,3,8,0.8934,0
1,Red,4,307,0,2,5,0,0,2,2,1,1,2,1,1,0,41326,39465cd625cc3618e54a0ebab344667a,0,"My neighbour's dog gave birth to this puppy. She is very friendly, like to draw close with people. My neighbour no longer stay here, so there is no shelter for her.",672bc370b,1.0,3,164,31,0,2,5,0.4351,1
1,Blackie,60,213,307,2,1,0,0,2,2,1,1,1,1,1,0,41401,cd431467a017d5bce5f42daa746d7d08,1,"Blackie was rescued from a pack of stray dogs in early October . She was extremely sweet and friendly and could be caught very easily. However, when we took her to get spayed, we realised she was in late pregnancy and so could not spay her immediately. We found her a fosterer and on 19th October , she gave birth to a litter of 6 adorable, healthy puppies. She is currently still nursing them but we will wean the puppies off her on 30th November . She will then be spayed and will be available for adoption to a good forever home from 8th December onwards. She will make a very loving companion and also a very good guard dog. If you are interested in adopting this sweetheart and/or any of her puppies in December , please contact me.",546a913cc,4.0,2,737,139,1,14,23,0.9901,1
1,Gallery,84,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,47c2931424a822734fc73cc48ce1ab61,0,"Gallery is a stray dog .I met her at industrial area puchong few months ago which is very skinny with severe skin disease, she always got bully by other strays, but she is quite friendly to human. I temporary name her as 'Gallery' because that is the place I feed and rescued her from (Puchong Gallery). On 29/7/, Gallery was caught and sent to Puchong Tasik Prima Vet, based on the blood test and medical check-up result shared by the vet, she is older than 7 years dog and she only have 2 teeths left, beside the skin disease (demotex), she also suffer with tick fever and TVT (dog cancer) .Luckily thru Mddb's fb, I manage to get some contributions from public for her treatment. Up to 25/8/, She has been went thru 2 tvt, skin treatment and e-canine treatment. According to doctor,she is doing well. She still have 2 more tvt treatment to go thru & neuter. And now I'm seeking help from Good Samaritan that can give Gallery a new home for her before her treatment finished . I stay in apartment, I can't bring her back to my apartment, I really appreciate if Someone can help me in this, to give her a new home a new life. Gallery is pamper, playful, active & friendly.She is kind a good companion. Looking forward for your kind response, your kindness is much appreciated. Thank you. You may click the link below which the full story how i rescues Gallery and her treatment progress every week",9b53610ea,16.0,3,1398,256,1,28,44,0.9967,1
1,Jeany,3,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,9ea86f5e03348e2b1c3cd989bbc2f7c9,0,Beautiful 3-4 months old female German Sherperd mixed for adoption. Pls. contact Amy for detail - + .,0a140a67e,3.0,3,101,18,0,5,0,0.6369,1
1,K-6 Meeeeeeeeeeeeeeeeee!,12,307,0,2,2,7,0,2,2,3,3,3,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"cute compact and loving. please take meeeeeeeeeeee :) ""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer. P/s: Please contact Jackie by calling or texting her at, she's a grandma at emails. """,798f4a1e4,3.0,4,576,99,2,9,21,0.9763,0
1,No Name Yet,2,307,0,2,1,2,0,1,1,3,3,3,1,1,0,41336,b203547d4b0eb8251e7d94e1792bd4fc,0,"(adopted, thx) cute and active. urgent adoption. original owner wants to discard them into the wild. self-collect in kulai, johor please whatsapp . great thanks. sorry i couldn't get the picture up. i will try again later.",b28acaaeb,1.0,2,222,37,2,5,5,0.9413,1
1,Mini Pinchies,3,152,0,2,1,2,0,1,1,2,2,2,1,1,100,41326,4069c2c89855c4b8dcea34c0f3416e11,0,"We have two really cute and active Mini Pinchies here, both of them are female and really loves to play around. They're fun to be with and loves cuddles when they got familiar with you. They can be quite loyal too under proper training :) Anyone who's interested please do contact me through whatsapp :)",c14530f38,2.0,1,303,55,1,7,10,0.9868,1
1,Zeeny,24,169,0,2,2,5,0,1,3,1,1,1,1,1,200,41326,7e979c8804e58caee920d0b81e83f0ef,0,"Zeeny was found by a friend 8 months ago, wondering by the roadside, PJ area, lost & shaken. I've brought her back to my home, taking care & loving her since.. Zeeny is adorable, loving, playful. She loves being around people especially kids.",789083f3a,3.0,3,242,43,0,3,11,0.9698,1
1,Puppiezzzzz,4,307,307,3,1,2,7,2,1,3,3,3,1,4,0,41326,861a4afe212acf4afa3418031fb2d6bc,0,+‑‬ - Jaya This is the owner of the puppies. U can contact directly. Just ask him by showing the puppies pic.,5c1f1a317,4.0,4,109,22,0,0,5,0.0,0
1,Doberman  Mix Puppies,2,78,307,2,1,2,0,2,1,1,1,2,1,4,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,Puppies looking for a forever home. Commitment to spay is compulsory. Interested to adopt pls contact Rachel,2455effb8,6.0,3,108,17,0,3,4,0.743,1
1,Odie,1,218,307,1,2,0,0,2,1,2,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Odie is among six siblings abandoned by their heartless owner in Seri Kembangan. He is gentle and has nice droopy ears. All are healthy and adorable, and need loving homes. Neutering and vaccination are compulsory, cost to be borne by adopter. Please call me if interested.",bb5162df6,2.0,2,273,46,1,5,12,0.91,1
1,Jasmine,4,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,337914b09c2fa5460e195197e994ef98,0,Jasmine is a four months old puppy. She has already been vaccinated and dewormed. Interested in giving Jasmine a forever home? Please call Jessy on-. Thanks!,f22aae8af,1.0,3,157,26,2,4,7,0.8622,1
1,Darling,1,307,0,2,5,7,0,2,1,2,2,2,1,2,1,41326,7302b42e49472fde4317cb92251454da,0,Hi all Darling is available for adoption,0d7f7a155,1.0,1,40,7,0,1,1,0.5859,1
1,Jessie,1,307,0,2,2,0,0,1,1,2,2,2,1,1,0,41326,ca001b3f9b2f9628c71acb3a9769dd6f,0,1 female puppy for adoption. 1month old. Local mix breed. Very playful and mischevious girl. Very Obedient.She will make noise wherever she wants to do her business..,1f64d3191,2.0,4,166,27,0,5,3,0.4927,0
1,QQ,22,205,0,2,5,7,0,2,1,1,1,2,1,1,0,41326,0c06cbbda4c579ca363c518b88c4b185,0,"Reason to find adopter: - Sensitive to pets and busy (no time play with her) About QQ:- - She's cute, quite (will not bark excessively), well toilet trained, she's active (very like to play around) and she will play quitely herself when no one's entertain her. Adopter requirement:- - Must provide her toys (she loves it), feed her quality food and cooked chicken shredded (her favourites), spend times to play with her For those whom interested, pls sms me at",7bce76c66,3.0,1,460,80,0,6,13,0.9674,1
1,Precious Puppy,12,307,0,2,2,0,0,1,1,1,1,2,1,1,0,41326,1a70ae319d6cd9d4517106868a38eb0c,0,"Rescued at the Esso Petrol Station near TK1 Puchong Morning Market. She is small [approx. 1'(L) x 8""(H)], weighs 11kg, chewy, soft brown eyes, short brown coat, mild & gentle temperament. Her medical needs are currently taken care of by me. She is fed with rice mixed with Pedigree dog food. Fresh water always available. She normally eases herself only when taken for walks. Chewy at the moment, could do with giving her toys. She has need of assurance of love and care at times, so it's good to give her some hugs now and then. Timid due to the fact that most of the bigger dogs in the area usually attack her. Her yelps got my attention, otherwise I might not have noticed a pup there! Serious dog fosterer can call me as I am also looking for a fosterer while seeing to it that she gets a proper home. Serious pet owners (non-violent), please call me at (Puchong, Selangor) to view puppy. If want to take her, please ensure that she's cared for from start, in sickness and in health, til death do you part from each other. I will not want to surrender her to someone who cares for her, and then drop her off at some marketplace later on.",117fb58c9,0.0,4,1141,213,2,20,39,0.9852,0
1,Didi,6,179,0,1,2,0,0,1,2,1,1,2,1,1,350,41401,bfb4f0a4616f4b658ba173f4d0d4a32d,0,"had trained basic comment , pee and poo outside . Find a new home for him .",3a0ebb3d1,1.0,1,75,17,0,3,3,0.0,1
1,Puppy Jingles,3,218,128,2,5,6,7,2,2,2,1,2,1,1,150,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,"Very adorable, playful and plum. Certified healthy and needs lots of daily exercises and walks.",5d3c9feba,8.0,1,95,15,0,5,0,0.8545,1
1,Miki & Molly,2,307,307,2,2,7,0,2,1,1,1,3,1,2,100,41326,f971a5beed8be1642809257985dfd72c,0,Cute Puppies - Miki & Molly Lab Mixed Age : 2 months Dewormed Healthy & Friendly Adoption Fee : RM for vaccination & others,94aec9453,2.0,2,123,24,0,0,0,0.836,1
1,Dusky,18,173,0,1,6,0,0,2,1,1,1,2,1,1,10,41326,7f8c5a7dbb243a2c4f245cca33df66e5,0,"A homely Pitbull (they all are) needs a new home as i am relocating to Sabah. Family dog, eats sleeps with me, has no aggression issues with humans but will be suspicious at strangers who come at night, create noise or are sneaky in general. Dominant by nature towards other animals so a experience hand is required. Very loving, typical of such breads. Healthy , no dropping of fur . Eats Bill Jack doggie food , twice a day . Needs a family to take care off and vise versa Dusky is in Petaling Jaya section 6 , contact for meet up Only for true dog lovers , no wana be tough guy need tough dog kinda person , this is a good loving dog and aggression has never been tolerated",5b0355a1b,2.0,3,676,131,0,13,24,0.9782,1
1,Angel,36,205,0,2,1,2,7,1,2,1,1,2,1,1,0,41326,fcd8b02aaf1980f03ba0338de8bb1e99,0,"Angel loves people, especially children. Looking for a loving new owner, preferably family, to look after her. If you are interested to adopt her, please leave your contact here or email me. We can arrange meeting time in the evenings or weekends (due to work commmitment).",dd074b8ba,4.0,2,273,46,1,4,10,0.9201,1
1,Rain,12,307,0,2,1,7,0,2,3,3,3,3,2,1,0,41326,22511bd6eba5ce73d3217b308b27f903,0,"We rescued her from a park in USJ2. It had been raining heavily nonstop when we discovered her by chance. She was very weak, starving, cold and most probably she barely had strength to move but when we tried to help her she responded with a domesticated attitude. We brought her home from the rain because we know she would die if we didn't help. when we brought her home she responded quite affectionate. However she wasn't very active cause she was still very tired and also had a slight limp. She looks like she is a american eskimo although I doubt she is a pure breed. When we found her she wasn't smelly even. when she was fully soaked. Which lead us to conclude that she hasn't been homeless for more than 5 days. We have asked around the neighbourhood to try to find the owner, however we feel that she was abandoned. Our situation dosnt allow us to permanently adopt her since we are students with a very limited income. As well as we are already caring for a beautiful dog who we rescued 3 years ago. She already seems well mannered and obeys when prompted to sit. The only negative we noticed is that she guards her food with an attitude. We think this is because she may had had to defend for her self when she was out on the street. Additionally she got along fine with our dog after the initial excitement of being introduced. Watsapp me if you're interested. Thanks",fc7b01af6,3.0,4,1380,256,1,19,66,0.9681,0
1,K-30 Momo,24,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"""This dog is one of the dogs rescued from the Klang Pound in April just before D-day (when they are put to death). It has been rehabilitated and urgently needs a loving home as we have limited resources. It is unfortunate that due to the aggressiveness of the contracted dogcatchers, most of these beautiful dogs are not strays and previously had homes. Hence, most of them are sociable and loving. Serving the voiceless, SAS Volunteer. P/s: Please contact Jackie by calling or texting her at, she's a grandma at emails. """,7ddf00d90,2.0,4,522,91,1,7,20,0.9226,0
1,Nanna,36,307,0,2,5,0,0,3,1,1,1,3,1,1,100,41327,fdd8882578638ef820a4f70343c1b167,0,The owner could no longer take care of Nanna. Barbara took her in and hopes to find a final home for her.,656246ceb,1.0,4,105,22,0,1,3,0.5859,0
1,Max Boy,9,207,0,1,2,3,0,1,2,1,1,2,1,1,0,41401,a759b23a4561a9aaad3b0bc7e04adb86,0,max boy,bbd704c14,5.0,0,7,2,0,0,0,0.0,1
1,Daisy,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41330,f2522890ad604bf70421af61cb871a96,0,Daisy Is six week old and looking for a good home and family that can love them and treat them as part of the family.,afa46c13d,1.0,3,117,25,0,2,4,0.8689,1
1,Poppy,4,307,0,2,1,4,5,2,2,1,1,2,1,1,0,41326,fc7d315a17b33e3b54d09a1afd742ced,0,"Hi, my name is puppy! My rescuers say I'm a tough cookie because I have been through a lot. I used to have mange but thanks to lots of TLC I have managed to heal completely and lead a normal life. Yay! (see album for before and after pics) It's been tough but nothing has brought my spirit down. my rescuers say I'm very understanding and obedient when I had to take treatment. The bad days aside, I love cuddles and play time and being around people, after all, I am still a puppy! Can I be your furever friend? _______________________ If you are interested in adopting Puppy, please contact Kelly for more info (whatsapp first perferably) 0 1 6 2 1 3 3 6 7 8 Thank you and have a great day!",86f4297b4,5.0,3,692,134,3,11,30,0.9887,1
1,Dreamer - ( German Sherped Mix),5,307,0,2,1,0,0,2,2,1,1,2,1,1,0,41326,3b074cadd2350de62dca7056b9bab6f4,1,"Dreamer is affectionate and loves to be with people. Very obedient and she knows it when she does something wrong. She can be your all time best friend Requirements for Adoption: ========================= Cost of vaccinations and neutering to be borne by adopter.Vaccinations and neutering/spaying at 6 months of age are COMPULSORY. If you are interested in adopting,kindly contact me by call or sms - Please do not submit an inquiry if you are not serious about adopting.",92f84c5b7,15.0,3,472,77,1,6,19,0.9444,1
1,Lucky,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41401,b91e5a6c12cc823deee77125c5fd038a,0,"Pet dog gave birth to 6 puppies, looking to get them a good home as can't keep them all.",964b2fec4,3.0,3,88,19,0,1,4,0.4404,1
1,Cute å°é ­äºº,4,307,0,2,1,6,0,2,1,1,1,1,1,1,0,41326,e194190fa50fdc969ef1e4d063ea7851,0,"Cute is wandering near my place. We are trying to find her a sweet home! Anyone who wish to give Cute a home, a chance, love and future, please call Toonho at. We speak Mandarin, English and Bahasa Melayu. Terms and Condition: The person who want to adopt the cat 1) Have to stay in ""pet allowed"" property. 2) Have to bring the dog for vaccination. 3) Accept to neuter the animal. 小頭人(Cute)在我上班的地方流浪。我們擔心牠遇到不測，想為牠找一個愛牠的家。 欲領養的朋友， 請聯絡toonho 領養者必須： 1) 住在允許養寵物的房子 2) 願意帶小狗狗進行年預防針注射 3) 支持寵物絕育",d99ea593a,2.0,4,488,82,1,2,21,0.9722,0
1,Xiao Hei,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,fc7d315a17b33e3b54d09a1afd742ced,0,This little guy was rescued during a rainy Sunday night next to a busy road. He was a little weak when we brought him home but a warm bath and a good night sleep recharged his energy back to %. He is estimated by the vet to be of about 4 weeks old so he can't be vaccinated yet. He's a feisty little boy with some of his baby teeth out so that means he can eat kibbles. We havent decided on a name for him yet so it's Xiao Hei for now! Tell us if you're interested and do not hesitate to contact us! We look forward to hearing from u! We are located in the Klang valley very close to Sunway Pyramid!,3e13d34d6,1.0,2,599,124,0,13,26,0.9393,1
1,Mixed Breed Puppies In Serdang,4,307,307,2,2,7,0,2,1,2,2,2,1,2,0,41326,36d64f751c568ee9d21e15cd1767cf23,0,These two puppies were dumped at a factory site. The owners are taking care of them temporarily. Hopefully someone will give them a forever home.,f45171393,4.0,4,145,25,0,0,5,0.4939,0
1,Rooney,96,109,0,1,3,0,0,2,2,1,1,2,1,1,0,41326,0ae94c23ddcbdf6d0e37ba6d790b7660,0,"Rooney is a pure bred Golden Retriever. he's 8 years old, a friendly and playful k9 companion.",edd25890d,2.0,2,94,17,0,3,3,0.7269,1
1,Mr Peach,3,307,0,1,5,0,0,2,1,2,1,2,1,1,0,41336,dae703601635e7b448292724427b628d,0,Puppies looking for responsible owner who will give them a good home. Please contact Jin at,35bbb3a85,3.0,1,91,16,1,3,2,0.7579,1
1,Bunny,36,213,39,2,1,2,7,3,2,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Bunny is a steady and good natured dog. She is a good watchdog, barks at strangers but generally the perfect companion dog, great for families with kids. She walks well on leash and if you walk her twice a day, she will do her toilet durign walks. Her owner has to rehome due to personal reasons. Please help give her a good home.",29aa0b74b,14.0,4,330,63,1,9,8,0.981,0
1,Milo,60,182,0,1,1,5,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,"Milo boy was abandoned after his owner had a baby and claimed baby's allergic to dog fur. He is gentle, weighs about kgs. Needs daily walks. No tying up or caging. Only for Klang Valley. If interested, please introduce yourself, where you stay and experience with dogs when you contact me. Update: Milo has some crystals in his urine. He will need to be on special diet for a few months, and taken for a blood test to ensure the crystals are cleared. Otherwise healthy and loves walks.",158a55025,3.0,3,485,88,1,6,23,0.9118,1
1,Dot Dot,5,307,0,2,1,7,0,2,2,1,3,3,1,1,0,41326,cd01dbbce3c3a17d6d50019707508033,0,"Dot is a very friendly, playful n hyperactive little puppy. Even though she is once a stray puppy, but she wants a lot of attention from the people around her and want to be treat and being pamper like a normal dog. She doesn't like to be kept alone or leash.",4ac47ceae,5.0,1,259,51,0,8,10,0.9069,1
1,Silky,8,207,0,2,6,0,0,2,3,1,1,2,1,1,0,41401,f34f4a6b54ef5d18fec999f6d0e77206,0,Is a young puppy and still very playfull.,4c31c7db9,3.0,1,41,8,0,2,1,0.0,1
1,Panda,2,307,0,2,1,7,0,2,2,1,1,3,1,1,0,41326,337914b09c2fa5460e195197e994ef98,0,"Panda is a friendly pup ideal as an indoor or outdoor pet. She's affectionate, adorable and calm. Please give a lovely home for Panda this X'mas. Panda is currently being foster by a lady with 13 other dogs. If you interested in adopting Panda, please contact Wen Jing on, thanks!",4d1d8655a,1.0,2,280,50,3,9,9,0.9804,1
1,Hao Hao,60,60,0,1,7,0,0,1,3,1,1,1,1,1,0,41326,d124fabcf175cc1af4c7b3889cd0df48,0,"Looking for a suitable and loving new family for my love He is tame and manja. My kid is allergy to its fur and sadly we have no choice but to let him go to a better home with full care and love. Prefer working adults with experience, and only for those who willing to keep him indoor. No adoption fees will be collected but have to contribute to his vaccination for current year. We also how that we could keep in touch after the adoption as we will miss him for sure :( Tell me more about yourself and we shall see if you are the right candidate for my precious here :) Thanks!",85952663a,2.0,2,579,115,1,12,20,0.9812,1
1,Doggie RS10,60,20,0,1,2,5,7,2,1,1,1,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,Owner due to old age wish to seek an animal lover to give him a good home. Already vaccinated + dewormed. healthy and obedient. His name is Lucky. age-5 years. open for Malaysia citizen only. The owner requested to adopt both of them. The owner request few questions befote adoption.Call me if u agree to answer my question.🙏,bec49d8b7,1.0,2,325,58,0,10,10,0.9524,1
1,Chloe,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41330,f2522890ad604bf70421af61cb871a96,0,Chloe is looking for a good home and family that can love her and treat her as part of the family.,43c623f94,1.0,2,98,21,0,1,4,0.8689,1
1,Shiro,84,147,218,1,7,0,0,1,2,1,1,2,1,1,0,41336,a7f1aba4db49116d34e75918a287677d,0,Shiro is a lovely and affectionate dog. He was given to us when his owner had to migrate away from Singapore. Shiro has been residing in Johor Bahru for about six years now. We are putting him up for adoption due to us having a baby around the house. We hope that a loving family will be able to adopt him and to take good care of him and show him as much love as we have shown him. It breaks our family's heart that he has to be put up for adoption but we are not in a good position to continue having him around the house. Shiro has a microchip and papers.,0f15ed6ab,3.0,1,558,114,0,5,27,0.9485,1
1,No Name Yet,1,307,0,3,1,2,7,2,2,2,2,2,1,7,0,41326,d6cb03e47c428df9dc20feb8d8ebbb14,0,"One mother dog and six puppies, puppies are still feeding on milk, all living in front of a food court nearby my house. They're living under a dangerous environment as it's nearby the roadside. Need a fosterer/adopter for the mother dog.",d3c79cf76,1.0,3,237,41,0,3,6,-0.4767,1
1,Choby,1,307,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,e194190fa50fdc969ef1e4d063ea7851,0,"Choby has been found near my office. We are trying to look for him a lovely home. Anyone who wish to give Choby a home and love, please email to:  ,com or add me to your Msger or MSN Tell us you name, place, and whether u agree the terms and condition which listed below. Terms and Condition: The person who want to adopt the dog 1) Have to stay in ""pet allowed"" property. 2) Apply license for the dog and renew the license annually. 3) Have to bring the dog for vaccination. 4) Have to do heartworm prevention and deworming. 5) Have to neuter the dog.",38fb7c50c,4.0,1,552,108,1,1,26,0.9477,1
1,Jack,3,307,0,1,7,0,0,2,1,1,1,1,1,1,0,41326,04c23a7370264316d12586128de74f1d,3,Jack is a confident but not aggressive boy. He likes to lick human faces and loves to be close to humans.,c3b05e0f0,5.0,3,105,21,0,3,6,0.9103,1
1,Collar Bear,3,307,213,2,1,3,0,2,2,1,1,2,1,1,0,41326,016c990dbd956118df4407e14e8035de,0,"cute, active, like to play with human and dogs.....contact (whatsapp) Eugene for more detail/ pictures ^^",3e50a5575,7.0,4,105,16,0,4,2,0.8625,0
1,Mama,36,141,307,2,1,0,0,2,3,1,1,1,1,1,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,"Mama was rescued w her 8puppies. She is all bone and skinny trying to feed her babies. Thus her nipples sag of her constant feeding and losing most of her fur. After fostering her for more than a year and spayed, she is all healthy and is now l happy naughty mama. Acting just like a puppy when she is out for a walk. She is good w people and I believe it will take some time to get to know her and close to her. But is she friendly so no worries. She is alright w cats but need to introduce to her slowly. Thats a usual step. Pls pm or whatsapp me by copying and paste this message: Mama Black/ (your name)/ (your location). Thanks for reading Mama profile!",8ce613036,2.0,4,658,131,1,11,25,0.8812,0
1,Chubby,26,152,0,2,2,0,0,1,2,1,1,2,1,1,100,41401,76fb892e81fe62a9f3cdeb251ad0b0db,0,"# Not adopted, is to help raise # Dog food, shower fluids, see a doctor, we are all arranged # When we do, we will get the dog back # Each month we will give back to you pay rm back to your # Every week I will come to see my dog",10eaafcd9,2.0,4,228,53,0,2,13,0.3182,0
1,Stella,4,189,307,2,1,2,0,2,1,1,2,2,1,1,0,41326,5788b8639ed178795510a8cbe72ccc28,1,"Stella is an adorable Rottweiler mix. She's a very friendly, playful dog, quite well behaved and intelligent. She loves being with people and will follow you around happily. Looking for loving adopter commited to spaying her upon adoption. Spaying can be done at SPECIAL RATE of RM only (Normal spaying fee RM or more) at my vet in Taipan, Subang. Address of clinic is Kinik Veterinar Mayo, 11A, USJ 10/1G, Subang Jaya and name of doctor is Dr. Khor (NOTE that this rate is for RESCUED DOGS only, and not applicable to you own existing dogs) If interested, please contact me or Mdm. Jocelyn at to give this lovely girl a good life.",e0be7da0d,5.0,2,631,113,1,11,21,0.9927,1
1,Jacky,24,307,189,1,1,2,7,2,1,1,1,2,1,1,1,41327,fd970cc91d06d82eebf046340137b272,0,"Free adoption. Smaller then medium size dog and has no tail. Address: One Petz 2-1-20 One Square, Tingkat Mahsuri 1, Bayan Lepas, Penang.",aa3c0fe1e,3.0,2,137,23,0,2,2,0.2732,1
1,Socks,2,307,10,1,2,7,0,2,1,1,1,2,1,1,200,41326,2864803699884df90ac135583b02ec70,0,ADOPTION FEE COVERS DESEXING AND VACCINES. Socks is very attached to people and also loves playing with other dogs. He is not suited to owners who will leave him alone for long periods as he craves company. He will make a loyal life companion and a beautiful family pet. *The majority of our puppies are rescued so we can only guess their breeding from experience. We do not guarantee their adult size or appearance.,9cfe96818,3.0,3,416,74,0,6,13,0.9074,1
1,Cherry,1,307,0,2,2,0,0,2,2,1,2,2,1,1,0,41326,608b50e3d4922aa683954f61bf023455,0,We are looking for serious and responsible adopter to give this sweet puppy a great home.,1c6e35149,2.0,2,89,16,0,5,3,0.8625,1
1,Mocca,2,307,103,2,2,0,0,2,1,2,2,2,1,1,0,41326,7a22a977b447e38f94017409294d1932,0,"Female puppy for adoption. Please help to give her home. Last night my father said the owner of the lorry parking lot where I foster her and her siblings wants to use part of the land to open coffee shop so he asked us to move the puppies and mommy out from there. He gives us a week time before the construction started. This furry-kid is 2 months old, active and playful. Anyone interested, pls contact me at. Thank you! FYI: they are healthy, clean, no fleas, and smells good =)",2befe2607,2.0,1,481,91,2,9,14,0.9782,1
1,Leo,15,179,0,1,7,0,0,1,1,1,1,2,1,1,0,41326,2afa5dc6334a2e817ef37e76951d3e2a,1,"Leo is a very playful and loving toy poodle. He desperately needs a home with a family that is willing to give him attention and plenty of space to run and play. He is extremely well trained (answers to his name, to other commands as ""come, go, sit, stop, no, good boy, bad boy, up, down""), and he also only pees/poops on his pee pad, place it where ever you want him to go, I used to place it in the toilet for indoors. Not neutered due to doctor recommending to wait for the dog to grow a bit. Adopter is free to neuter.",492fe3371,12.0,2,522,104,0,9,21,0.8462,1
